"","Posicion","Grado","indice_academico","Semestre","Promedio","Sede","Programa"
"5908",9,2015,83.521,"2 - 2015",13.366,"Centro Regional Barquisimeto","Educación (EUS)"
"5909",9,2015,83.517,"2 - 2015",13.619,"Centro Regional Barquisimeto","Educación (EUS)"
"5910",9,2015,83.492,"2 - 2015",14.561,"Centro Regional Barquisimeto","Educación (EUS)"
"5911",9,2015,83.413,"2 - 2015",14.512,"Centro Regional Barquisimeto","Educación (EUS)"
"5912",9,2013,83.364,"2 - 2015",15.171,"Centro Regional Barquisimeto","Educación (EUS)"
"5913",9,2015,83.358,"2 - 2015",13.659,"Centro Regional Barquisimeto","Educación (EUS)"
"5914",10,2012,83.297,"2 - 2015",14.146,"Centro Regional Barquisimeto","Educación (EUS)"
"5915",1,2009,94.535,"2 - 2015",16.759,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5916",2,2015,90.751,"2 - 2015",16.833,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5917",3,2015,89.869,"2 - 2015",14.171,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5918",4,2015,88.924,"2 - 2015",15.262,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5919",5,2007,88.779,"2 - 2015",18.976,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5920",6,2015,88.663,"2 - 2015",16.195,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5921",7,2015,88.62,"2 - 2015",16,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5922",8,2015,88.455,"2 - 2015",15.634,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5923",9,2015,87.827,"2 - 2015",17.561,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5924",10,2015,87.391,"2 - 2015",15.378,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5925",11,2015,87.099,"2 - 2015",16.659,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5926",12,2015,87.053,"2 - 2015",15.268,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5927",13,2015,87.038,"2 - 2015",15.073,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5928",14,2015,86.682,"2 - 2015",14.381,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5929",15,2015,86.517,"2 - 2015",14.829,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5930",16,2015,86.308,"2 - 2015",14.625,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5931",17,2015,86.144,"2 - 2015",16.537,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5932",18,2015,86.005,"2 - 2015",14.862,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5933",19,2015,85.765,"2 - 2015",14.512,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5934",20,2015,85.709,"2 - 2015",16.756,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5935",21,2015,85.704,"2 - 2015",14.78,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5936",22,2015,85.643,"2 - 2015",16.756,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5937",23,2015,85.518,"2 - 2015",14.171,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5938",24,2015,85.443,"2 - 2015",14.348,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5939",25,2015,85.389,"2 - 2015",14.171,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5940",26,2015,85.249,"2 - 2015",14.439,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5941",27,2015,85.055,"2 - 2015",14.122,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5942",28,2015,84.913,"2 - 2015",15.905,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5943",29,2015,84.872,"2 - 2015",15.537,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5944",30,2015,84.612,"2 - 2015",15.439,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5945",31,2015,84.583,"2 - 2015",15.902,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5946",32,2015,84.384,"2 - 2015",14.61,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5947",33,2015,83.886,"2 - 2015",13.829,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5948",34,2015,83.883,"2 - 2015",15.024,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5949",35,2015,83.643,"2 - 2015",13.2,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5950",36,2015,83.536,"2 - 2015",15.422,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5951",37,2015,83.412,"2 - 2015",14.439,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5952",38,2015,83.026,"2 - 2015",14.171,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5953",39,2015,83.023,"2 - 2015",15.488,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5954",40,2015,82.959,"2 - 2015",14.024,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5955",41,2015,82.9,"2 - 2015",14.415,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5956",42,2015,82.881,"2 - 2015",14.561,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5957",43,2015,82.771,"2 - 2015",14.293,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5958",44,2015,82.67,"2 - 2015",13.659,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5959",45,2015,82.664,"2 - 2015",13.405,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5960",46,2015,82.568,"2 - 2015",13.951,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5961",47,2015,82.405,"2 - 2015",13.975,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5962",48,2015,82.404,"2 - 2015",14.268,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5963",49,2015,82.191,"2 - 2015",14.171,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5964",50,2015,82.19,"2 - 2015",14.25,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5965",51,2015,82.138,"2 - 2015",14.293,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5966",52,2015,82.078,"2 - 2015",14,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5967",53,2015,81.948,"2 - 2015",15.805,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5968",54,2015,81.652,"2 - 2015",14.098,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5969",55,2015,81.531,"2 - 2015",17.927,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5970",56,2015,81.359,"2 - 2015",13,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5971",57,2015,81.326,"2 - 2015",14.122,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5972",58,2015,81.258,"2 - 2015",14.39,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5973",59,2015,81.05,"2 - 2015",14.195,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5974",60,2006,81.034,"2 - 2015",13.452,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5975",61,2014,80.841,"2 - 2015",13.805,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5976",62,2015,80.767,"2 - 2015",14.683,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5977",63,2015,80.759,"2 - 2015",14.1,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5978",64,2015,80.67,"2 - 2015",14.707,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5979",65,2015,80.337,"2 - 2015",13.756,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5980",66,2015,80.25,"2 - 2015",13.415,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5981",67,2015,80.086,"2 - 2015",13.862,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5982",68,2015,80.083,"2 - 2015",14.317,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5983",69,2015,79.995,"2 - 2015",14.341,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5984",70,2015,79.983,"2 - 2015",14.341,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5985",71,2015,79.908,"2 - 2015",13.545,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5986",72,2015,79.746,"2 - 2015",13.048,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5987",73,2015,79.625,"2 - 2015",13,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5988",74,2015,79.578,"2 - 2015",13.714,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5989",75,2015,79.321,"2 - 2015",13.829,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5990",76,2015,79.089,"2 - 2015",13.317,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5991",77,2015,79.083,"2 - 2015",13.293,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5992",78,2015,79.062,"2 - 2015",12.907,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5993",79,2015,78.639,"2 - 2015",13.878,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5994",80,2015,78.63,"2 - 2015",12.786,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5995",81,2015,78.525,"2 - 2015",14.683,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5996",82,2015,78.504,"2 - 2015",13.585,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5997",83,2015,78.434,"2 - 2015",14.2,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5998",84,2015,78.292,"2 - 2015",13.902,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"5999",85,2015,78.123,"2 - 2015",14.61,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6000",86,2015,78.11,"2 - 2015",13.073,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6001",87,2015,77.982,"2 - 2015",14.905,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6002",88,2015,77.95,"2 - 2015",13.049,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6003",89,2014,77.923,"2 - 2015",14.195,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6004",90,2015,77.897,"2 - 2015",13.714,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6005",91,2015,77.885,"2 - 2015",13.61,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6006",92,2015,77.848,"2 - 2015",14.439,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6007",9,2015,77.786,"2 - 2015",13.15,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6008",9,2015,77.762,"2 - 2015",13.171,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6009",9,2015,77.684,"2 - 2015",13.196,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6010",9,2015,77.393,"2 - 2015",13.05,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6011",9,2015,77.391,"2 - 2015",13.78,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6012",9,2015,77.36,"2 - 2015",12.902,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6013",9,2015,77.321,"2 - 2015",12.756,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6014",10,2015,77.282,"2 - 2015",12.634,"Centro Regional Ciudad Bolívar","Educación (EUS)"
"6015",1,2010,94.089,"2 - 2015",16.467,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6016",2,2015,93.066,"2 - 2015",16.463,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6017",3,2015,92.687,"2 - 2015",15.902,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6018",4,2015,92.398,"2 - 2015",16.488,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6019",5,2012,92.292,"2 - 2015",17.293,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6020",6,2009,91.112,"2 - 2015",16,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6021",7,2014,89.98,"2 - 2015",17.791,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6022",8,2015,87.762,"2 - 2015",14.65,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6023",9,2015,87.559,"2 - 2015",14.69,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6024",10,2015,87.421,"2 - 2015",16.341,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6025",11,2015,86.172,"2 - 2015",15.585,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6026",12,2015,85.989,"2 - 2015",15.122,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6027",13,2014,85.631,"2 - 2015",14.171,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6028",14,2014,85.509,"2 - 2015",15.732,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6029",15,2015,85.333,"2 - 2015",14.875,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6030",16,2015,84.765,"2 - 2015",16.214,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6031",17,2015,83.939,"2 - 2015",14.244,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6032",18,2015,83.555,"2 - 2015",14.585,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6033",19,2015,83.46,"2 - 2015",14.512,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6034",20,2015,83.392,"2 - 2015",13.463,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6035",21,2015,83.195,"2 - 2015",14.952,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6036",22,2015,82.702,"2 - 2015",13.444,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6037",23,2015,82.642,"2 - 2015",14.659,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6038",24,2015,82.086,"2 - 2015",13.854,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6039",25,2015,81.843,"2 - 2015",15.829,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6040",26,2015,81.687,"2 - 2015",14.39,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6041",27,2015,81.512,"2 - 2015",14.622,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6042",28,2015,81.499,"2 - 2015",12.929,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6043",29,2015,81.231,"2 - 2015",14.244,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6044",30,2015,81.131,"2 - 2015",13.55,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6045",31,2015,80.671,"2 - 2015",13.762,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6046",32,2014,80.599,"2 - 2015",15.268,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6047",33,2015,80.05,"2 - 2015",13.683,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6048",34,2013,80.033,"2 - 2015",15.366,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6049",35,2015,79.811,"2 - 2015",13.341,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6050",36,2013,79.727,"2 - 2015",13.489,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6051",37,2015,79.674,"2 - 2015",13.829,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6052",38,2015,78.976,"2 - 2015",14.61,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6053",39,2015,78.804,"2 - 2015",13.4,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6054",40,2015,78.751,"2 - 2015",13.195,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6055",41,2015,78.558,"2 - 2015",12.795,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6056",42,2015,77.99,"2 - 2015",14.537,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6057",43,2010,77.958,"2 - 2015",13.22,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6058",44,2015,77.901,"2 - 2015",12.805,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6059",45,2015,77.359,"2 - 2015",13.878,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6060",46,2014,77.166,"2 - 2015",14.317,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6061",47,2015,76.96,"2 - 2015",12.524,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6062",48,2015,76.891,"2 - 2015",13.22,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6063",49,2015,76.804,"2 - 2015",13.098,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6064",50,2013,76.196,"2 - 2015",12.268,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6065",51,2015,75.946,"2 - 2015",12.533,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6066",52,2015,75.872,"2 - 2015",12.268,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6067",53,2014,75.435,"2 - 2015",13.439,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6068",54,2015,74.695,"2 - 2015",13.634,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6069",55,2015,74.618,"2 - 2015",13.375,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6070",56,2015,74.451,"2 - 2015",14.22,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6071",57,2015,73.98,"2 - 2015",13.512,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6072",58,2015,73.646,"2 - 2015",12.415,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6073",59,2009,73.566,"2 - 2015",13.488,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6074",60,1999,73.475,"2 - 2015",12.4,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6075",61,2015,73.139,"2 - 2015",13.5,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6076",62,2015,73.07,"2 - 2015",12.595,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6077",63,2015,72.774,"2 - 2015",12.805,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6078",64,2010,72.549,"2 - 2015",12.773,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6079",65,2015,72.509,"2 - 2015",12.071,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6080",66,2015,72.061,"2 - 2015",13.25,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6081",67,2015,72.034,"2 - 2015",12.186,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6082",68,2015,71.792,"2 - 2015",12.756,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6083",69,2015,71.396,"2 - 2015",12.872,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6084",70,2015,71.265,"2 - 2015",13,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6085",71,2015,71.129,"2 - 2015",12.976,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6086",72,2012,70.792,"2 - 2015",12.596,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6087",73,2015,70.69,"2 - 2015",12.35,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6088",74,2015,70.489,"2 - 2015",12.927,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6089",75,2015,70.269,"2 - 2015",12.732,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6090",76,2015,69.802,"2 - 2015",12.205,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6091",77,2015,69.538,"2 - 2015",12.975,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6092",78,2015,69.302,"2 - 2015",12.146,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6093",79,2015,69.236,"2 - 2015",12.415,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6094",80,2015,69.12,"2 - 2015",12.1,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6095",81,1998,68.98,"2 - 2015",12.325,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6096",82,2015,68.546,"2 - 2015",13.707,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6097",83,2015,67.751,"2 - 2015",12.366,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6098",84,2015,67.614,"2 - 2015",12.575,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6099",85,2015,67.289,"2 - 2015",12.122,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6100",86,2015,66.992,"2 - 2015",12.667,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6101",87,2015,66.822,"2 - 2015",12.6,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6102",88,2015,66.817,"2 - 2015",11.524,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6103",89,2015,66.264,"2 - 2015",12.167,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6104",90,2015,65.886,"2 - 2015",11.902,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6105",91,2014,65.484,"2 - 2015",12,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6106",92,2015,65.255,"2 - 2015",11.878,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6107",9,2015,65.194,"2 - 2015",11.933,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6108",9,2015,64.608,"2 - 2015",11.732,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6109",9,2015,64.444,"2 - 2015",12.405,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6110",9,2015,63.685,"2 - 2015",11.767,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6111",9,2015,63.263,"2 - 2015",11.769,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6112",9,2015,62.992,"2 - 2015",11.769,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6113",9,2015,62.918,"2 - 2015",11.595,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6114",10,2015,62.74,"2 - 2015",11.725,"Centro Regional Puerto Ayacucho","Educación (EUS)"
"6115",1,2015,95.262,"2 - 2015",17.138,"Maracay","Ingeniería Agronómica"
"6116",2,2015,94.56,"2 - 2015",17.439,"Maracay","Ingeniería Agronómica"
"6117",3,2015,94.417,"2 - 2015",17.366,"Maracay","Ingeniería Agronómica"
"6118",4,2015,94.35,"2 - 2015",16.098,"Maracay","Ingeniería Agronómica"
"6119",5,2015,94.289,"2 - 2015",18.195,"Maracay","Ingeniería Agronómica"
"6120",6,2015,94.21,"2 - 2015",17.976,"Maracay","Ingeniería Agronómica"
"6121",7,2015,93.629,"2 - 2015",18.78,"Maracay","Ingeniería Agronómica"
"6122",8,2015,93.298,"2 - 2015",16.561,"Maracay","Ingeniería Agronómica"
"6123",9,2015,93.269,"2 - 2015",17.171,"Maracay","Ingeniería Agronómica"
"6124",10,2015,93.069,"2 - 2015",17.976,"Maracay","Ingeniería Agronómica"
"6125",11,2011,92.626,"2 - 2015",15.952,"Maracay","Ingeniería Agronómica"
"6126",12,2015,92.461,"2 - 2015",15.537,"Maracay","Ingeniería Agronómica"
"6127",13,2015,92.364,"2 - 2015",16.585,"Maracay","Ingeniería Agronómica"
"6128",14,2015,91.967,"2 - 2015",17.073,"Maracay","Ingeniería Agronómica"
"6129",15,2015,91.745,"2 - 2015",17.439,"Maracay","Ingeniería Agronómica"
"6130",16,2015,91.74,"2 - 2015",16.233,"Maracay","Ingeniería Agronómica"
"6131",17,2015,91.713,"2 - 2015",17.558,"Maracay","Ingeniería Agronómica"
"6132",18,2015,91.625,"2 - 2015",16.268,"Maracay","Ingeniería Agronómica"
"6133",19,2015,91.395,"2 - 2015",15.78,"Maracay","Ingeniería Agronómica"
"6134",20,2015,91.315,"2 - 2015",15.634,"Maracay","Ingeniería Agronómica"
"6135",21,2015,91.149,"2 - 2015",17.951,"Maracay","Ingeniería Agronómica"
"6136",22,2015,90.661,"2 - 2015",15.732,"Maracay","Ingeniería Agronómica"
"6137",23,2013,90.653,"2 - 2015",15.024,"Maracay","Ingeniería Agronómica"
"6138",24,2012,90.556,"2 - 2015",15.69,"Maracay","Ingeniería Agronómica"
"6139",25,2015,90.319,"2 - 2015",15.707,"Maracay","Ingeniería Agronómica"
"6140",26,2015,90.256,"2 - 2015",17.244,"Maracay","Ingeniería Agronómica"
"6141",27,2015,90.255,"2 - 2015",16.116,"Maracay","Ingeniería Agronómica"
"6142",28,2015,90.241,"2 - 2015",17.071,"Maracay","Ingeniería Agronómica"
"6143",29,2015,90.238,"2 - 2015",14.634,"Maracay","Ingeniería Agronómica"
"6144",30,2015,90.201,"2 - 2015",17.951,"Maracay","Ingeniería Agronómica"
"6145",31,2015,90.154,"2 - 2015",15.581,"Maracay","Ingeniería Agronómica"
"6146",32,2015,90.147,"2 - 2015",16.366,"Maracay","Ingeniería Agronómica"
"6147",33,2014,90.106,"2 - 2015",17.22,"Maracay","Ingeniería Agronómica"
"6148",34,2015,90.087,"2 - 2015",15.78,"Maracay","Ingeniería Agronómica"
"6149",35,2015,90.084,"2 - 2015",15.78,"Maracay","Ingeniería Agronómica"
"6150",36,2015,90.069,"2 - 2015",16.293,"Maracay","Ingeniería Agronómica"
"6151",37,2015,89.985,"2 - 2015",15.634,"Maracay","Ingeniería Agronómica"
"6152",38,2015,89.783,"2 - 2015",16.341,"Maracay","Ingeniería Agronómica"
"6153",39,2015,89.753,"2 - 2015",16.488,"Maracay","Ingeniería Agronómica"
"6154",40,2015,89.655,"2 - 2015",16.951,"Maracay","Ingeniería Agronómica"
"6155",41,2013,89.653,"2 - 2015",15.966,"Maracay","Ingeniería Agronómica"
"6156",42,2015,89.65,"2 - 2015",18.537,"Maracay","Ingeniería Agronómica"
"6157",43,2015,89.595,"2 - 2015",18.634,"Maracay","Ingeniería Agronómica"
"6158",44,2009,89.551,"2 - 2015",15.707,"Maracay","Ingeniería Agronómica"
"6159",45,2015,89.501,"2 - 2015",16.93,"Maracay","Ingeniería Agronómica"
"6160",46,2015,89.5,"2 - 2015",15.425,"Maracay","Ingeniería Agronómica"
"6161",47,2015,89.481,"2 - 2015",16.902,"Maracay","Ingeniería Agronómica"
"6162",48,2015,89.419,"2 - 2015",16.341,"Maracay","Ingeniería Agronómica"
"6163",49,2015,89.407,"2 - 2015",15.341,"Maracay","Ingeniería Agronómica"
"6164",50,2015,89.352,"2 - 2015",14.902,"Maracay","Ingeniería Agronómica"
"6165",51,2015,89.319,"2 - 2015",16,"Maracay","Ingeniería Agronómica"
"6166",52,2015,89.287,"2 - 2015",15.512,"Maracay","Ingeniería Agronómica"
"6167",53,2015,89.272,"2 - 2015",17.439,"Maracay","Ingeniería Agronómica"
"6168",54,2015,89.254,"2 - 2015",17.244,"Maracay","Ingeniería Agronómica"
"6169",55,2014,89.25,"2 - 2015",16.707,"Maracay","Ingeniería Agronómica"
"6170",56,2015,89.217,"2 - 2015",16.659,"Maracay","Ingeniería Agronómica"
"6171",57,2015,89.207,"2 - 2015",16.537,"Maracay","Ingeniería Agronómica"
"6172",58,2015,89.157,"2 - 2015",15.585,"Maracay","Ingeniería Agronómica"
"6173",59,2015,89.153,"2 - 2015",18.122,"Maracay","Ingeniería Agronómica"
"6174",60,2015,89.136,"2 - 2015",17.22,"Maracay","Ingeniería Agronómica"
"6175",61,2015,89.054,"2 - 2015",16.122,"Maracay","Ingeniería Agronómica"
"6176",62,2015,88.988,"2 - 2015",19.707,"Maracay","Ingeniería Agronómica"
"6177",63,2015,88.962,"2 - 2015",19.488,"Maracay","Ingeniería Agronómica"
"6178",64,2014,88.948,"2 - 2015",16.415,"Maracay","Ingeniería Agronómica"
"6179",65,2015,88.932,"2 - 2015",16.537,"Maracay","Ingeniería Agronómica"
"6180",66,2014,88.838,"2 - 2015",16.293,"Maracay","Ingeniería Agronómica"
"6181",67,2015,88.813,"2 - 2015",17.561,"Maracay","Ingeniería Agronómica"
"6182",68,2015,88.786,"2 - 2015",15.829,"Maracay","Ingeniería Agronómica"
